,name,date,time_UTC,latitude,longitude,year,month,day,id
27014,debbie,19610916,1200, 56.0N,   8.5W,1961,09,16,debbie 1961
27015,debbie,19610916,1800, 60.5N,   5.8W,1961,09,16,debbie 1961
27016,debbie,19610917,0, 64.0N,   3.0W,1961,09,17,debbie 1961
27017,debbie,19610917,600, 66.0N,   0.0W,1961,09,17,debbie 1961
27018,debbie,19610917,1200, 67.0N,   2.0E,1961,09,17,debbie 1961
27019,debbie,19610917,1800, 67.5N,   6.0E,1961,09,17,debbie 1961
27020,debbie,19610918,0, 68.0N,  12.0E,1961,09,18,debbie 1961
27021,debbie,19610918,600, 68.5N,  18.0E,1961,09,18,debbie 1961
27022,debbie,19610918,1200, 69.0N,  25.0E,1961,09,18,debbie 1961
27023,debbie,19610918,1800, 69.5N,  33.0E,1961,09,18,debbie 1961
27283,alma,19620826,1200, 25.7N,  79.7W,1962,08,26,alma 1962
27284,alma,19620826,1800, 26.8N,  80.1W,1962,08,26,alma 1962
27285,alma,19620827,0, 27.9N,  80.3W,1962,08,27,alma 1962
27286,alma,19620827,600, 29.2N,  80.2W,1962,08,27,alma 1962
27287,alma,19620827,1200, 30.4N,  79.7W,1962,08,27,alma 1962
27288,alma,19620827,1800, 31.5N,  78.8W,1962,08,27,alma 1962
27289,alma,19620828,0, 32.6N,  77.7W,1962,08,28,alma 1962
27290,alma,19620828,600, 33.8N,  76.6W,1962,08,28,alma 1962
27291,alma,19620828,1200, 35.2N,  75.3W,1962,08,28,alma 1962
27292,alma,19620828,1800, 36.9N,  73.5W,1962,08,28,alma 1962
27293,alma,19620829,0, 38.7N,  71.7W,1962,08,29,alma 1962
27294,alma,19620829,600, 40.1N,  70.2W,1962,08,29,alma 1962
27295,alma,19620829,1200, 41.0N,  69.4W,1962,08,29,alma 1962
27296,alma,19620829,1800, 41.5N,  68.7W,1962,08,29,alma 1962
27297,alma,19620830,0, 41.5N,  67.8W,1962,08,30,alma 1962
27298,alma,19620830,600, 41.3N,  66.9W,1962,08,30,alma 1962
27299,alma,19620830,1200, 41.0N,  66.0W,1962,08,30,alma 1962
27300,alma,19620830,1800, 40.8N,  65.1W,1962,08,30,alma 1962
27301,alma,19620831,0, 40.4N,  64.3W,1962,08,31,alma 1962
27302,alma,19620831,600, 39.9N,  64.0W,1962,08,31,alma 1962
27303,alma,19620831,1200, 39.1N,  63.8W,1962,08,31,alma 1962
27304,alma,19620831,1800, 38.6N,  64.1W,1962,08,31,alma 1962
27305,alma,19620901,0, 38.3N,  64.5W,1962,09,01,alma 1962
27306,alma,19620901,600, 38.4N,  65.0W,1962,09,01,alma 1962
27307,alma,19620901,1200, 38.6N,  65.5W,1962,09,01,alma 1962
27308,alma,19620901,1800, 39.0N,  65.4W,1962,09,01,alma 1962
27309,alma,19620902,0, 39.5N,  65.0W,1962,09,02,alma 1962
27310,alma,19620902,600, 40.4N,  63.6W,1962,09,02,alma 1962
27373,daisy,19620929,600, 14.5N,  48.9W,1962,09,29,daisy 1962
27374,daisy,19620929,1200, 14.8N,  50.5W,1962,09,29,daisy 1962
27375,daisy,19620929,1800, 15.0N,  52.3W,1962,09,29,daisy 1962
27376,daisy,19620930,0, 15.2N,  54.0W,1962,09,30,daisy 1962
27377,daisy,19620930,600, 15.5N,  55.7W,1962,09,30,daisy 1962
27378,daisy,19620930,1200, 15.8N,  57.4W,1962,09,30,daisy 1962
27379,daisy,19620930,1800, 16.3N,  59.0W,1962,09,30,daisy 1962
27380,daisy,19621001,0, 16.8N,  60.1W,1962,10,01,daisy 1962
27381,daisy,19621001,600, 17.4N,  60.8W,1962,10,01,daisy 1962
27382,daisy,19621001,1200, 18.0N,  61.4W,1962,10,01,daisy 1962
27383,daisy,19621001,1800, 19.0N,  61.9W,1962,10,01,daisy 1962
27384,daisy,19621002,0, 20.1N,  62.3W,1962,10,02,daisy 1962
27385,daisy,19621002,600, 21.1N,  62.6W,1962,10,02,daisy 1962
27386,daisy,19621002,1200, 22.0N,  63.0W,1962,10,02,daisy 1962
27387,daisy,19621002,1800, 22.5N,  63.8W,1962,10,02,daisy 1962
27388,daisy,19621003,0, 22.8N,  64.5W,1962,10,03,daisy 1962
27389,daisy,19621003,600, 23.1N,  65.1W,1962,10,03,daisy 1962
27390,daisy,19621003,1200, 23.3N,  65.6W,1962,10,03,daisy 1962
27391,daisy,19621003,1800, 23.6N,  66.2W,1962,10,03,daisy 1962
27392,daisy,19621004,0, 23.9N,  66.8W,1962,10,04,daisy 1962
27393,daisy,19621004,600, 24.1N,  67.4W,1962,10,04,daisy 1962
27394,daisy,19621004,1200, 24.3N,  68.1W,1962,10,04,daisy 1962
27395,daisy,19621004,1800, 24.7N,  68.8W,1962,10,04,daisy 1962
27396,daisy,19621005,0, 25.2N,  69.3W,1962,10,05,daisy 1962
27397,daisy,19621005,600, 26.0N,  69.6W,1962,10,05,daisy 1962
27398,daisy,19621005,1200, 27.0N,  69.6W,1962,10,05,daisy 1962
27399,daisy,19621005,1800, 28.0N,  69.6W,1962,10,05,daisy 1962
27400,daisy,19621006,0, 29.2N,  69.3W,1962,10,06,daisy 1962
27401,daisy,19621006,600, 30.8N,  68.6W,1962,10,06,daisy 1962
27402,daisy,19621006,1200, 32.6N,  67.9W,1962,10,06,daisy 1962
27403,daisy,19621006,1800, 34.8N,  67.2W,1962,10,06,daisy 1962
27404,daisy,19621007,0, 37.5N,  66.3W,1962,10,07,daisy 1962
27405,daisy,19621007,600, 39.8N,  65.8W,1962,10,07,daisy 1962
27406,daisy,19621007,1200, 42.0N,  66.4W,1962,10,07,daisy 1962
27407,daisy,19621007,1800, 42.7N,  66.9W,1962,10,07,daisy 1962
27408,daisy,19621008,0, 43.5N,  66.5W,1962,10,08,daisy 1962
27409,daisy,19621008,600, 44.1N,  64.8W,1962,10,08,daisy 1962
27410,daisy,19621008,1200, 44.7N,  63.3W,1962,10,08,daisy 1962
27411,daisy,19621008,1800, 45.3N,  61.5W,1962,10,08,daisy 1962
27412,daisy,19621009,0, 45.5N,  59.5W,1962,10,09,daisy 1962
27413,daisy,19621009,600, 46.0N,  54.9W,1962,10,09,daisy 1962
27734,edith,19630923,1200, 11.2N,  51.5W,1963,09,23,edith 1963
27735,edith,19630923,1800, 11.7N,  52.5W,1963,09,23,edith 1963
27736,edith,19630924,0, 12.2N,  53.7W,1963,09,24,edith 1963
27737,edith,19630924,600, 12.5N,  55.0W,1963,09,24,edith 1963
27738,edith,19630924,1200, 12.8N,  56.5W,1963,09,24,edith 1963
27739,edith,19630924,1800, 13.2N,  58.1W,1963,09,24,edith 1963
27740,edith,19630925,0, 13.6N,  59.5W,1963,09,25,edith 1963
27741,edith,19630925,600, 13.9N,  60.7W,1963,09,25,edith 1963
27742,edith,19630925,700, 14.0N,  60.9W,1963,09,25,edith 1963
27743,edith,19630925,1200, 14.3N,  61.8W,1963,09,25,edith 1963
27744,edith,19630925,1800, 14.7N,  62.9W,1963,09,25,edith 1963
27745,edith,19630926,0, 15.0N,  64.1W,1963,09,26,edith 1963
27746,edith,19630926,600, 15.3N,  65.4W,1963,09,26,edith 1963
27747,edith,19630926,1200, 15.8N,  66.6W,1963,09,26,edith 1963
27748,edith,19630926,1800, 16.8N,  67.3W,1963,09,26,edith 1963
27749,edith,19630927,0, 17.7N,  67.9W,1963,09,27,edith 1963
27750,edith,19630927,600, 18.1N,  68.7W,1963,09,27,edith 1963
27751,edith,19630927,1000, 18.1N,  68.7W,1963,09,27,edith 1963
27752,edith,19630927,1200, 18.6N,  69.4W,1963,09,27,edith 1963
27753,edith,19630927,1800, 19.4N,  70.1W,1963,09,27,edith 1963
27754,edith,19630928,0, 20.0N,  70.5W,1963,09,28,edith 1963
27755,edith,19630928,600, 20.5N,  70.9W,1963,09,28,edith 1963
27756,edith,19630928,1200, 21.1N,  71.5W,1963,09,28,edith 1963
27757,edith,19630928,1800, 21.8N,  72.2W,1963,09,28,edith 1963
27758,edith,19630929,0, 22.6N,  72.8W,1963,09,29,edith 1963
27759,edith,19630929,600, 23.4N,  72.5W,1963,09,29,edith 1963
27760,edith,19630929,1200, 24.2N,  71.5W,1963,09,29,edith 1963
27761,edith,19630929,1800, 25.0N,  70.5W,1963,09,29,edith 1963
27843,ginny,19631017,1800, 25.5N,  72.0W,1963,10,17,ginny 1963
27844,ginny,19631018,0, 26.0N,  71.7W,1963,10,18,ginny 1963
27845,ginny,19631018,600, 26.5N,  71.4W,1963,10,18,ginny 1963
27846,ginny,19631018,1200, 27.0N,  71.2W,1963,10,18,ginny 1963
27847,ginny,19631018,1800, 27.8N,  71.2W,1963,10,18,ginny 1963
27848,ginny,19631019,0, 28.5N,  71.2W,1963,10,19,ginny 1963
27849,ginny,19631019,600, 29.5N,  71.3W,1963,10,19,ginny 1963
27850,ginny,19631019,1200, 30.8N,  71.8W,1963,10,19,ginny 1963
27851,ginny,19631019,1800, 32.0N,  72.6W,1963,10,19,ginny 1963
27852,ginny,19631020,0, 32.8N,  73.5W,1963,10,20,ginny 1963
27853,ginny,19631020,600, 33.4N,  74.3W,1963,10,20,ginny 1963
27854,ginny,19631020,1200, 33.5N,  75.0W,1963,10,20,ginny 1963
27855,ginny,19631020,1800, 33.7N,  75.5W,1963,10,20,ginny 1963
27856,ginny,19631021,0, 34.0N,  75.5W,1963,10,21,ginny 1963
27857,ginny,19631021,600, 34.2N,  75.0W,1963,10,21,ginny 1963
27858,ginny,19631021,1200, 34.0N,  74.6W,1963,10,21,ginny 1963
27859,ginny,19631021,1800, 33.6N,  74.2W,1963,10,21,ginny 1963
27860,ginny,19631022,0, 33.0N,  74.0W,1963,10,22,ginny 1963
27861,ginny,19631022,600, 32.2N,  74.4W,1963,10,22,ginny 1963
27862,ginny,19631022,1200, 31.5N,  74.8W,1963,10,22,ginny 1963
27863,ginny,19631022,1800, 30.8N,  75.3W,1963,10,22,ginny 1963
27864,ginny,19631023,0, 30.2N,  76.0W,1963,10,23,ginny 1963
27865,ginny,19631023,600, 29.6N,  76.9W,1963,10,23,ginny 1963
27866,ginny,19631023,1200, 29.0N,  77.7W,1963,10,23,ginny 1963
27867,ginny,19631023,1800, 28.8N,  78.2W,1963,10,23,ginny 1963
27868,ginny,19631024,0, 28.8N,  78.6W,1963,10,24,ginny 1963
27869,ginny,19631024,600, 29.0N,  79.0W,1963,10,24,ginny 1963
27870,ginny,19631024,1200, 29.3N,  79.5W,1963,10,24,ginny 1963
27871,ginny,19631024,1800, 29.7N,  79.7W,1963,10,24,ginny 1963
27872,ginny,19631025,0, 30.4N,  79.7W,1963,10,25,ginny 1963
27873,ginny,19631025,600, 31.1N,  79.7W,1963,10,25,ginny 1963
27874,ginny,19631025,1200, 31.8N,  79.6W,1963,10,25,ginny 1963
27875,ginny,19631025,1800, 32.1N,  79.0W,1963,10,25,ginny 1963
27876,ginny,19631026,0, 32.5N,  78.2W,1963,10,26,ginny 1963
27877,ginny,19631026,600, 33.1N,  77.5W,1963,10,26,ginny 1963
27878,ginny,19631026,1200, 33.2N,  76.9W,1963,10,26,ginny 1963
27879,ginny,19631026,1800, 33.0N,  76.5W,1963,10,26,ginny 1963
27880,ginny,19631027,0, 32.9N,  76.2W,1963,10,27,ginny 1963
27881,ginny,19631027,600, 32.9N,  75.9W,1963,10,27,ginny 1963
27882,ginny,19631027,1200, 32.9N,  75.4W,1963,10,27,ginny 1963
27883,ginny,19631027,1800, 32.7N,  74.6W,1963,10,27,ginny 1963
27884,ginny,19631028,0, 32.7N,  73.7W,1963,10,28,ginny 1963
27885,ginny,19631028,600, 33.2N,  73.0W,1963,10,28,ginny 1963
27886,ginny,19631028,1200, 33.9N,  72.3W,1963,10,28,ginny 1963
27887,ginny,19631028,1800, 35.1N,  71.5W,1963,10,28,ginny 1963
27888,ginny,19631029,0, 36.3N,  70.3W,1963,10,29,ginny 1963
27889,ginny,19631029,600, 38.1N,  68.8W,1963,10,29,ginny 1963
27890,ginny,19631029,1200, 40.8N,  67.2W,1963,10,29,ginny 1963
27891,ginny,19631029,1730, 43.8N,  65.8W,1963,10,29,ginny 1963
27892,ginny,19631029,1800, 44.0N,  65.7W,1963,10,29,ginny 1963
27893,ginny,19631030,0, 47.0N,  64.0W,1963,10,30,ginny 1963
27894,ginny,19631030,600, 49.0N,  63.0W,1963,10,30,ginny 1963
29106,inez,19660921,1200,  9.9N,  35.1W,1966,09,21,inez 1966
29107,inez,19660921,1800, 10.4N,  36.1W,1966,09,21,inez 1966
29108,inez,19660922,0, 10.9N,  37.2W,1966,09,22,inez 1966
29109,inez,19660922,600, 11.3N,  38.3W,1966,09,22,inez 1966
29110,inez,19660922,1200, 11.7N,  39.4W,1966,09,22,inez 1966
29111,inez,19660922,1800, 12.0N,  40.6W,1966,09,22,inez 1966
29112,inez,19660923,0, 12.3N,  41.8W,1966,09,23,inez 1966
29113,inez,19660923,600, 12.7N,  43.0W,1966,09,23,inez 1966
29114,inez,19660923,1200, 13.1N,  44.1W,1966,09,23,inez 1966
29115,inez,19660923,1800, 13.4N,  45.1W,1966,09,23,inez 1966
29116,inez,19660924,0, 13.7N,  46.0W,1966,09,24,inez 1966
29117,inez,19660924,600, 14.0N,  46.9W,1966,09,24,inez 1966
29118,inez,19660924,1200, 14.4N,  47.9W,1966,09,24,inez 1966
29119,inez,19660924,1800, 14.8N,  48.9W,1966,09,24,inez 1966
29120,inez,19660925,0, 15.1N,  49.8W,1966,09,25,inez 1966
29121,inez,19660925,600, 15.3N,  50.7W,1966,09,25,inez 1966
29122,inez,19660925,1200, 15.5N,  51.6W,1966,09,25,inez 1966
29123,inez,19660925,1800, 15.6N,  52.5W,1966,09,25,inez 1966
29124,inez,19660926,0, 15.6N,  53.6W,1966,09,26,inez 1966
29125,inez,19660926,600, 15.7N,  54.8W,1966,09,26,inez 1966
29126,inez,19660926,1200, 15.8N,  56.0W,1966,09,26,inez 1966
29127,inez,19660926,1800, 15.9N,  57.0W,1966,09,26,inez 1966
29128,inez,19660927,0, 15.9N,  58.0W,1966,09,27,inez 1966
29129,inez,19660927,600, 16.0N,  59.1W,1966,09,27,inez 1966
29130,inez,19660927,1200, 16.1N,  60.3W,1966,09,27,inez 1966
29131,inez,19660927,1700, 16.2N,  61.6W,1966,09,27,inez 1966
29132,inez,19660927,1800, 16.2N,  61.7W,1966,09,27,inez 1966
29133,inez,19660928,0, 16.3N,  63.0W,1966,09,28,inez 1966
29134,inez,19660928,600, 16.5N,  64.4W,1966,09,28,inez 1966
29135,inez,19660928,1200, 16.8N,  65.7W,1966,09,28,inez 1966
29136,inez,19660928,1800, 17.0N,  67.2W,1966,09,28,inez 1966
29137,inez,19660929,0, 17.1N,  68.5W,1966,09,29,inez 1966
29138,inez,19660929,600, 17.2N,  69.7W,1966,09,29,inez 1966
29139,inez,19660929,1200, 17.5N,  71.0W,1966,09,29,inez 1966
29140,inez,19660929,1400, 17.7N,  71.4W,1966,09,29,inez 1966
29141,inez,19660929,1800, 18.1N,  72.3W,1966,09,29,inez 1966
29142,inez,19660929,1900, 18.2N,  72.6W,1966,09,29,inez 1966
29143,inez,19660930,0, 18.7N,  73.5W,1966,09,30,inez 1966
29144,inez,19660930,600, 19.2N,  74.5W,1966,09,30,inez 1966
29145,inez,19660930,1200, 19.8N,  75.4W,1966,09,30,inez 1966
29146,inez,19660930,1400, 20.0N,  75.7W,1966,09,30,inez 1966
29147,inez,19660930,1800, 20.2N,  76.3W,1966,09,30,inez 1966
29148,inez,19661001,0, 20.5N,  77.3W,1966,10,01,inez 1966
29149,inez,19661001,600, 20.7N,  78.5W,1966,10,01,inez 1966
29150,inez,19661001,1200, 21.3N,  79.4W,1966,10,01,inez 1966
29151,inez,19661001,1500, 21.6N,  79.5W,1966,10,01,inez 1966
29152,inez,19661001,1800, 22.0N,  79.9W,1966,10,01,inez 1966
29153,inez,19661002,0, 22.6N,  80.1W,1966,10,02,inez 1966
29154,inez,19661002,600, 23.1N,  80.1W,1966,10,02,inez 1966
29155,inez,19661002,1200, 23.5N,  79.9W,1966,10,02,inez 1966
29156,inez,19661002,1800, 24.1N,  79.6W,1966,10,02,inez 1966
29157,inez,19661003,0, 24.5N,  79.2W,1966,10,03,inez 1966
29158,inez,19661003,600, 24.9N,  78.9W,1966,10,03,inez 1966
29159,inez,19661003,1200, 25.2N,  78.6W,1966,10,03,inez 1966
29160,inez,19661003,1800, 25.5N,  78.5W,1966,10,03,inez 1966
29161,inez,19661004,0, 25.5N,  78.5W,1966,10,04,inez 1966
29162,inez,19661004,600, 25.5N,  79.0W,1966,10,04,inez 1966
29163,inez,19661004,1200, 25.2N,  79.6W,1966,10,04,inez 1966
29164,inez,19661004,1800, 25.0N,  80.5W,1966,10,04,inez 1966
29165,inez,19661004,2300, 24.7N,  81.3W,1966,10,04,inez 1966
29166,inez,19661005,0, 24.6N,  81.4W,1966,10,05,inez 1966
29167,inez,19661005,200, 24.6N,  81.8W,1966,10,05,inez 1966
29168,inez,19661005,600, 24.5N,  82.3W,1966,10,05,inez 1966
29169,inez,19661005,1200, 24.5N,  83.0W,1966,10,05,inez 1966
29170,inez,19661005,1800, 24.3N,  83.7W,1966,10,05,inez 1966
29171,inez,19661006,0, 24.0N,  84.3W,1966,10,06,inez 1966
29172,inez,19661006,600, 23.7N,  85.0W,1966,10,06,inez 1966
29173,inez,19661006,1200, 23.3N,  85.7W,1966,10,06,inez 1966
29174,inez,19661006,1800, 22.8N,  86.4W,1966,10,06,inez 1966
29175,inez,19661007,0, 22.3N,  87.2W,1966,10,07,inez 1966
29176,inez,19661007,600, 22.0N,  88.1W,1966,10,07,inez 1966
29177,inez,19661007,1200, 21.8N,  89.0W,1966,10,07,inez 1966
29178,inez,19661007,1800, 21.6N,  90.0W,1966,10,07,inez 1966
29179,inez,19661008,0, 21.5N,  91.0W,1966,10,08,inez 1966
29180,inez,19661008,600, 21.5N,  92.1W,1966,10,08,inez 1966
29181,inez,19661008,1200, 21.8N,  93.1W,1966,10,08,inez 1966
29182,inez,19661008,1800, 22.0N,  93.9W,1966,10,08,inez 1966
29183,inez,19661009,0, 22.2N,  94.7W,1966,10,09,inez 1966
29184,inez,19661009,600, 22.6N,  95.2W,1966,10,09,inez 1966
29185,inez,19661009,1200, 22.7N,  95.6W,1966,10,09,inez 1966
29186,inez,19661009,1800, 22.9N,  96.0W,1966,10,09,inez 1966
29187,inez,19661010,0, 23.0N,  96.4W,1966,10,10,inez 1966
29188,inez,19661010,600, 23.0N,  97.0W,1966,10,10,inez 1966
29189,inez,19661010,1200, 22.8N,  97.8W,1966,10,10,inez 1966
29190,inez,19661010,1800, 22.4N,  98.5W,1966,10,10,inez 1966
29191,inez,19661011,0, 22.1N,  99.2W,1966,10,11,inez 1966
29192,inez,19661011,600, 21.8N,  99.9W,1966,10,11,inez 1966
29193,inez,19661011,1200, 21.5N, 100.6W,1966,10,11,inez 1966
29603,doria,19670904,1800, 31.0N,  78.0W,1967,09,04,doria 1967
29604,doria,19670905,0, 31.0N,  78.0W,1967,09,05,doria 1967
29605,doria,19670905,600, 31.0N,  77.9W,1967,09,05,doria 1967
29606,doria,19670905,1200, 31.0N,  77.6W,1967,09,05,doria 1967
29607,doria,19670905,1800, 31.0N,  77.1W,1967,09,05,doria 1967
29608,doria,19670906,0, 31.0N,  76.7W,1967,09,06,doria 1967
29609,doria,19670906,600, 30.9N,  76.5W,1967,09,06,doria 1967
29610,doria,19670906,1200, 30.7N,  76.4W,1967,09,06,doria 1967
29611,doria,19670906,1800, 30.5N,  76.4W,1967,09,06,doria 1967
29612,doria,19670907,0, 30.2N,  76.4W,1967,09,07,doria 1967
29613,doria,19670907,600, 29.9N,  76.4W,1967,09,07,doria 1967
29614,doria,19670907,1200, 29.4N,  76.6W,1967,09,07,doria 1967
29615,doria,19670907,1800, 28.8N,  77.0W,1967,09,07,doria 1967
29616,doria,19670908,0, 28.3N,  77.5W,1967,09,08,doria 1967
29617,doria,19670908,600, 27.9N,  78.0W,1967,09,08,doria 1967
29618,doria,19670908,1200, 27.8N,  78.5W,1967,09,08,doria 1967
29619,doria,19670908,1800, 27.7N,  78.9W,1967,09,08,doria 1967
29620,doria,19670909,0, 27.6N,  79.1W,1967,09,09,doria 1967
29621,doria,19670909,600, 27.7N,  79.2W,1967,09,09,doria 1967
29622,doria,19670909,1200, 27.9N,  79.1W,1967,09,09,doria 1967
29623,doria,19670909,1800, 28.2N,  78.7W,1967,09,09,doria 1967
29624,doria,19670910,0, 29.0N,  78.1W,1967,09,10,doria 1967
29625,doria,19670910,600, 30.2N,  77.2W,1967,09,10,doria 1967
29626,doria,19670910,1200, 31.8N,  76.1W,1967,09,10,doria 1967
29627,doria,19670910,1800, 33.2N,  75.1W,1967,09,10,doria 1967
29628,doria,19670911,0, 34.2N,  73.6W,1967,09,11,doria 1967
29629,doria,19670911,600, 35.1N,  72.1W,1967,09,11,doria 1967
29630,doria,19670911,1200, 35.9N,  70.7W,1967,09,11,doria 1967
29631,doria,19670911,1800, 36.2N,  69.2W,1967,09,11,doria 1967
29632,doria,19670912,0, 36.3N,  67.8W,1967,09,12,doria 1967
29633,doria,19670912,600, 36.5N,  66.6W,1967,09,12,doria 1967
29634,doria,19670912,1200, 36.6N,  65.7W,1967,09,12,doria 1967
29635,doria,19670912,1800, 36.7N,  65.1W,1967,09,12,doria 1967
29636,doria,19670913,0, 36.8N,  64.9W,1967,09,13,doria 1967
29637,doria,19670913,600, 36.9N,  64.8W,1967,09,13,doria 1967
29638,doria,19670913,1200, 37.0N,  64.8W,1967,09,13,doria 1967
29639,doria,19670913,1800, 37.1N,  64.9W,1967,09,13,doria 1967
29640,doria,19670914,0, 37.3N,  65.2W,1967,09,14,doria 1967
29641,doria,19670914,600, 37.6N,  65.6W,1967,09,14,doria 1967
29642,doria,19670914,1200, 37.8N,  66.0W,1967,09,14,doria 1967
29643,doria,19670914,1800, 38.0N,  66.5W,1967,09,14,doria 1967
29644,doria,19670915,0, 38.0N,  67.1W,1967,09,15,doria 1967
29645,doria,19670915,600, 38.0N,  67.8W,1967,09,15,doria 1967
29646,doria,19670915,1200, 38.0N,  68.9W,1967,09,15,doria 1967
29647,doria,19670915,1800, 37.9N,  70.5W,1967,09,15,doria 1967
29648,doria,19670916,0, 37.9N,  71.9W,1967,09,16,doria 1967
29649,doria,19670916,600, 37.9N,  73.3W,1967,09,16,doria 1967
29650,doria,19670916,1200, 37.7N,  74.5W,1967,09,16,doria 1967
29651,doria,19670916,1800, 37.3N,  75.3W,1967,09,16,doria 1967
29652,doria,19670917,0, 36.5N,  75.9W,1967,09,17,doria 1967
29653,doria,19670917,600, 35.6N,  76.2W,1967,09,17,doria 1967
29654,doria,19670917,1200, 34.7N,  76.3W,1967,09,17,doria 1967
29655,doria,19670917,1800, 33.8N,  76.2W,1967,09,17,doria 1967
29656,doria,19670918,0, 33.1N,  76.0W,1967,09,18,doria 1967
29657,doria,19670918,600, 32.4N,  75.6W,1967,09,18,doria 1967
29658,doria,19670918,1200, 31.9N,  75.0W,1967,09,18,doria 1967
29659,doria,19670918,1800, 31.5N,  74.5W,1967,09,18,doria 1967
29660,doria,19670919,0, 31.0N,  74.0W,1967,09,19,doria 1967
29661,doria,19670919,600, 30.5N,  73.5W,1967,09,19,doria 1967
29662,doria,19670919,1200, 30.0N,  73.0W,1967,09,19,doria 1967
29663,doria,19670919,1800, 29.7N,  72.3W,1967,09,19,doria 1967
29664,doria,19670920,0, 29.5N,  71.5W,1967,09,20,doria 1967
29665,doria,19670920,600, 29.5N,  70.8W,1967,09,20,doria 1967
29666,doria,19670920,1200, 29.5N,  70.0W,1967,09,20,doria 1967
29667,doria,19670920,1800, 29.5N,  69.5W,1967,09,20,doria 1967
29668,doria,19670921,0, 29.5N,  69.0W,1967,09,21,doria 1967
29669,doria,19670921,600, 29.5N,  68.5W,1967,09,21,doria 1967
29670,doria,19670921,1200, 29.5N,  68.0W,1967,09,21,doria 1967
30192,gladys,19681013,1200, 14.0N,  80.5W,1968,10,13,gladys 1968
30193,gladys,19681013,1800, 14.6N,  81.3W,1968,10,13,gladys 1968
30194,gladys,19681014,0, 15.6N,  82.0W,1968,10,14,gladys 1968
30195,gladys,19681014,600, 16.5N,  82.5W,1968,10,14,gladys 1968
30196,gladys,19681014,1200, 17.2N,  82.6W,1968,10,14,gladys 1968
30197,gladys,19681014,1800, 17.7N,  82.5W,1968,10,14,gladys 1968
30198,gladys,19681015,0, 18.3N,  82.7W,1968,10,15,gladys 1968
30199,gladys,19681015,600, 18.9N,  83.0W,1968,10,15,gladys 1968
30200,gladys,19681015,1200, 19.4N,  83.3W,1968,10,15,gladys 1968
30201,gladys,19681015,1800, 19.9N,  83.4W,1968,10,15,gladys 1968
30202,gladys,19681016,0, 20.5N,  83.5W,1968,10,16,gladys 1968
30203,gladys,19681016,600, 21.1N,  83.6W,1968,10,16,gladys 1968
30204,gladys,19681016,1200, 21.7N,  83.5W,1968,10,16,gladys 1968
30205,gladys,19681016,1500, 22.2N,  83.4W,1968,10,16,gladys 1968
30206,gladys,19681016,1800, 23.0N,  83.3W,1968,10,16,gladys 1968
30207,gladys,19681017,0, 24.3N,  83.3W,1968,10,17,gladys 1968
30208,gladys,19681017,600, 25.1N,  83.7W,1968,10,17,gladys 1968
30209,gladys,19681017,1200, 25.8N,  84.0W,1968,10,17,gladys 1968
30210,gladys,19681017,1800, 26.3N,  84.1W,1968,10,17,gladys 1968
30211,gladys,19681018,0, 26.7N,  84.2W,1968,10,18,gladys 1968
30212,gladys,19681018,600, 27.0N,  84.2W,1968,10,18,gladys 1968
30213,gladys,19681018,1200, 27.4N,  84.1W,1968,10,18,gladys 1968
30214,gladys,19681018,1800, 27.8N,  83.7W,1968,10,18,gladys 1968
30215,gladys,19681019,0, 28.3N,  83.1W,1968,10,19,gladys 1968
30216,gladys,19681019,400, 28.7N,  82.7W,1968,10,19,gladys 1968
30217,gladys,19681019,600, 28.8N,  82.5W,1968,10,19,gladys 1968
30218,gladys,19681019,1200, 30.0N,  81.0W,1968,10,19,gladys 1968
30219,gladys,19681019,1800, 31.3N,  79.7W,1968,10,19,gladys 1968
30220,gladys,19681020,0, 32.9N,  78.2W,1968,10,20,gladys 1968
30221,gladys,19681020,600, 34.3N,  76.6W,1968,10,20,gladys 1968
30222,gladys,19681020,1200, 35.5N,  74.6W,1968,10,20,gladys 1968
30223,gladys,19681020,1800, 37.0N,  72.0W,1968,10,20,gladys 1968
30224,gladys,19681021,0, 38.6N,  68.3W,1968,10,21,gladys 1968
30225,gladys,19681021,600, 40.7N,  64.9W,1968,10,21,gladys 1968
30226,gladys,19681021,1200, 43.9N,  62.9W,1968,10,21,gladys 1968
30227,gladys,19681021,1800, 46.0N,  61.0W,1968,10,21,gladys 1968
30396,camille,19690814,0, 18.3N,  79.7W,1969,08,14,camille 1969
30397,camille,19690814,600, 18.5N,  80.5W,1969,08,14,camille 1969
30398,camille,19690814,1200, 18.8N,  81.3W,1969,08,14,camille 1969
30399,camille,19690814,1800, 19.1N,  82.0W,1969,08,14,camille 1969
30400,camille,19690815,0, 19.5N,  82.7W,1969,08,15,camille 1969
30401,camille,19690815,600, 20.0N,  83.3W,1969,08,15,camille 1969
30402,camille,19690815,1200, 20.6N,  83.8W,1969,08,15,camille 1969
30403,camille,19690815,1800, 21.3N,  84.1W,1969,08,15,camille 1969
30404,camille,19690815,2200, 21.9N,  84.3W,1969,08,15,camille 1969
30405,camille,19690816,0, 22.3N,  84.4W,1969,08,16,camille 1969
30406,camille,19690816,600, 23.1N,  85.2W,1969,08,16,camille 1969
30407,camille,19690816,1200, 23.8N,  86.0W,1969,08,16,camille 1969
30408,camille,19690816,1800, 24.3N,  86.6W,1969,08,16,camille 1969
30409,camille,19690817,0, 25.2N,  87.2W,1969,08,17,camille 1969
