,name,date,time_UTC,latitude,longitude,year,month,day,id
37738,charley,19860817,600, 33.7N,  76.9W,1986,08,17,charley 1986
37739,charley,19860817,1200, 34.4N,  76.6W,1986,08,17,charley 1986
37740,charley,19860817,1400, 34.7N,  76.5W,1986,08,17,charley 1986
37741,charley,19860817,1800, 35.4N,  76.2W,1986,08,17,charley 1986
37742,charley,19860818,0, 36.5N,  75.8W,1986,08,18,charley 1986
37743,charley,19860818,600, 37.4N,  75.2W,1986,08,18,charley 1986
37744,charley,19860818,1200, 38.2N,  74.1W,1986,08,18,charley 1986
37745,charley,19860818,1800, 39.0N,  72.6W,1986,08,18,charley 1986
37746,charley,19860819,0, 39.7N,  70.9W,1986,08,19,charley 1986
37747,charley,19860819,600, 40.4N,  69.1W,1986,08,19,charley 1986
37748,charley,19860819,1200, 40.9N,  67.5W,1986,08,19,charley 1986
37749,charley,19860819,1800, 41.3N,  65.8W,1986,08,19,charley 1986
37750,charley,19860820,0, 41.5N,  64.0W,1986,08,20,charley 1986
37751,charley,19860820,600, 41.6N,  62.5W,1986,08,20,charley 1986
37752,charley,19860820,1200, 41.7N,  60.2W,1986,08,20,charley 1986
37753,charley,19860820,1800, 41.7N,  58.4W,1986,08,20,charley 1986
37754,charley,19860821,0, 41.6N,  56.6W,1986,08,21,charley 1986
37755,charley,19860821,600, 41.5N,  54.8W,1986,08,21,charley 1986
37756,charley,19860821,1200, 41.4N,  53.2W,1986,08,21,charley 1986
37757,charley,19860821,1800, 41.3N,  51.2W,1986,08,21,charley 1986
37758,charley,19860822,0, 41.3N,  49.4W,1986,08,22,charley 1986
37759,charley,19860822,600, 41.3N,  47.6W,1986,08,22,charley 1986
37760,charley,19860822,1200, 41.4N,  46.2W,1986,08,22,charley 1986
37761,charley,19860822,1800, 41.5N,  44.8W,1986,08,22,charley 1986
37762,charley,19860823,0, 41.8N,  43.2W,1986,08,23,charley 1986
37763,charley,19860823,600, 42.3N,  41.6W,1986,08,23,charley 1986
37764,charley,19860823,1200, 43.0N,  39.6W,1986,08,23,charley 1986
37765,charley,19860823,1800, 43.9N,  37.2W,1986,08,23,charley 1986
37766,charley,19860824,0, 44.9N,  34.4W,1986,08,24,charley 1986
37767,charley,19860824,600, 46.0N,  31.6W,1986,08,24,charley 1986
37768,charley,19860824,1200, 47.0N,  28.8W,1986,08,24,charley 1986
37769,charley,19860824,1800, 48.2N,  26.0W,1986,08,24,charley 1986
37770,charley,19860825,0, 49.2N,  21.6W,1986,08,25,charley 1986
37771,charley,19860825,600, 50.0N,  16.4W,1986,08,25,charley 1986
37772,charley,19860825,1200, 50.7N,  11.4W,1986,08,25,charley 1986
37773,charley,19860825,1800, 51.4N,   7.2W,1986,08,25,charley 1986
37774,charley,19860826,0, 52.2N,   4.4W,1986,08,26,charley 1986
37775,charley,19860826,600, 52.9N,   2.0W,1986,08,26,charley 1986
37776,charley,19860826,1200, 53.6N,   0.0W,1986,08,26,charley 1986
37777,charley,19860826,1800, 54.3N,   2.0E,1986,08,26,charley 1986
37778,charley,19860827,0, 55.0N,   3.7E,1986,08,27,charley 1986
37779,charley,19860827,600, 55.5N,   5.0E,1986,08,27,charley 1986
37780,charley,19860827,1200, 56.0N,   5.8E,1986,08,27,charley 1986
37781,charley,19860827,1800, 56.3N,   6.0E,1986,08,27,charley 1986
37782,charley,19860828,0, 56.6N,   6.0E,1986,08,28,charley 1986
37783,charley,19860828,600, 56.8N,   6.0E,1986,08,28,charley 1986
37784,charley,19860828,1200, 57.0N,   6.0E,1986,08,28,charley 1986
37785,charley,19860828,1800, 57.0N,   5.5E,1986,08,28,charley 1986
37786,charley,19860829,0, 57.0N,   5.0E,1986,08,29,charley 1986
37787,charley,19860829,600, 56.8N,   5.0E,1986,08,29,charley 1986
37788,charley,19860829,1200, 56.5N,   5.0E,1986,08,29,charley 1986
37789,charley,19860829,1800, 56.2N,   6.0E,1986,08,29,charley 1986
37790,charley,19860830,0, 56.2N,   8.0E,1986,08,30,charley 1986
37961,arlene,19870808,0, 34.3N,  77.5W,1987,08,08,arlene 1987
37962,arlene,19870808,600, 33.8N,  76.7W,1987,08,08,arlene 1987
37963,arlene,19870808,1200, 33.0N,  76.0W,1987,08,08,arlene 1987
37964,arlene,19870808,1800, 32.0N,  75.6W,1987,08,08,arlene 1987
37965,arlene,19870809,0, 31.0N,  75.2W,1987,08,09,arlene 1987
37966,arlene,19870809,600, 30.0N,  75.0W,1987,08,09,arlene 1987
37967,arlene,19870809,1200, 29.0N,  75.1W,1987,08,09,arlene 1987
37968,arlene,19870809,1800, 28.1N,  75.4W,1987,08,09,arlene 1987
37969,arlene,19870810,0, 27.2N,  75.8W,1987,08,10,arlene 1987
37970,arlene,19870810,600, 26.3N,  76.3W,1987,08,10,arlene 1987
37971,arlene,19870810,1200, 25.5N,  76.9W,1987,08,10,arlene 1987
37972,arlene,19870810,1800, 25.0N,  78.0W,1987,08,10,arlene 1987
37973,arlene,19870811,0, 26.2N,  78.2W,1987,08,11,arlene 1987
37974,arlene,19870811,600, 27.2N,  77.2W,1987,08,11,arlene 1987
37975,arlene,19870811,1200, 28.3N,  75.7W,1987,08,11,arlene 1987
37976,arlene,19870811,1800, 29.4N,  74.4W,1987,08,11,arlene 1987
37977,arlene,19870812,0, 30.7N,  73.2W,1987,08,12,arlene 1987
37978,arlene,19870812,600, 31.4N,  72.3W,1987,08,12,arlene 1987
37979,arlene,19870812,1200, 32.0N,  71.0W,1987,08,12,arlene 1987
37980,arlene,19870812,1800, 32.4N,  69.7W,1987,08,12,arlene 1987
37981,arlene,19870813,0, 32.6N,  68.3W,1987,08,13,arlene 1987
37982,arlene,19870813,600, 32.9N,  67.0W,1987,08,13,arlene 1987
37983,arlene,19870813,1200, 33.0N,  65.5W,1987,08,13,arlene 1987
37984,arlene,19870813,1800, 33.0N,  64.5W,1987,08,13,arlene 1987
37985,arlene,19870814,0, 33.0N,  63.6W,1987,08,14,arlene 1987
37986,arlene,19870814,600, 32.9N,  62.8W,1987,08,14,arlene 1987
37987,arlene,19870814,1200, 32.8N,  62.3W,1987,08,14,arlene 1987
37988,arlene,19870814,1800, 32.6N,  61.8W,1987,08,14,arlene 1987
37989,arlene,19870815,0, 32.4N,  61.3W,1987,08,15,arlene 1987
37990,arlene,19870815,600, 32.2N,  60.8W,1987,08,15,arlene 1987
37991,arlene,19870815,1200, 31.7N,  60.3W,1987,08,15,arlene 1987
37992,arlene,19870815,1800, 31.3N,  60.0W,1987,08,15,arlene 1987
37993,arlene,19870816,0, 30.9N,  59.6W,1987,08,16,arlene 1987
37994,arlene,19870816,600, 30.5N,  59.3W,1987,08,16,arlene 1987
37995,arlene,19870816,1200, 30.2N,  59.0W,1987,08,16,arlene 1987
37996,arlene,19870816,1800, 29.9N,  58.7W,1987,08,16,arlene 1987
37997,arlene,19870817,0, 29.8N,  58.2W,1987,08,17,arlene 1987
37998,arlene,19870817,600, 29.8N,  57.8W,1987,08,17,arlene 1987
37999,arlene,19870817,1200, 29.9N,  57.3W,1987,08,17,arlene 1987
38000,arlene,19870817,1800, 30.2N,  56.8W,1987,08,17,arlene 1987
38001,arlene,19870818,0, 30.9N,  56.2W,1987,08,18,arlene 1987
38002,arlene,19870818,600, 31.5N,  55.7W,1987,08,18,arlene 1987
38003,arlene,19870818,1200, 32.4N,  54.7W,1987,08,18,arlene 1987
38004,arlene,19870818,1800, 33.3N,  53.5W,1987,08,18,arlene 1987
38005,arlene,19870819,0, 34.0N,  52.2W,1987,08,19,arlene 1987
38006,arlene,19870819,600, 34.8N,  50.8W,1987,08,19,arlene 1987
38007,arlene,19870819,1200, 35.4N,  49.5W,1987,08,19,arlene 1987
38008,arlene,19870819,1800, 35.5N,  47.5W,1987,08,19,arlene 1987
38009,arlene,19870820,0, 35.0N,  46.0W,1987,08,20,arlene 1987
38010,arlene,19870820,600, 34.5N,  44.5W,1987,08,20,arlene 1987
38011,arlene,19870820,1200, 34.0N,  43.5W,1987,08,20,arlene 1987
38012,arlene,19870820,1800, 33.8N,  43.0W,1987,08,20,arlene 1987
38013,arlene,19870821,0, 33.7N,  42.7W,1987,08,21,arlene 1987
38014,arlene,19870821,600, 33.6N,  42.3W,1987,08,21,arlene 1987
38015,arlene,19870821,1200, 33.5N,  42.0W,1987,08,21,arlene 1987
38016,arlene,19870821,1800, 34.5N,  42.5W,1987,08,21,arlene 1987
38017,arlene,19870822,0, 35.5N,  43.0W,1987,08,22,arlene 1987
38018,arlene,19870822,600, 36.5N,  43.0W,1987,08,22,arlene 1987
38019,arlene,19870822,1200, 38.0N,  43.0W,1987,08,22,arlene 1987
38020,arlene,19870822,1800, 39.5N,  42.5W,1987,08,22,arlene 1987
38021,arlene,19870823,0, 41.5N,  41.0W,1987,08,23,arlene 1987
38022,arlene,19870823,600, 44.0N,  39.0W,1987,08,23,arlene 1987
38023,arlene,19870823,1200, 46.5N,  36.5W,1987,08,23,arlene 1987
38024,arlene,19870823,1800, 48.5N,  33.0W,1987,08,23,arlene 1987
38025,arlene,19870824,0, 50.0N,  30.0W,1987,08,24,arlene 1987
38026,arlene,19870824,600, 50.5N,  27.0W,1987,08,24,arlene 1987
38027,arlene,19870824,1200, 50.5N,  23.5W,1987,08,24,arlene 1987
38028,arlene,19870824,1800, 50.0N,  20.0W,1987,08,24,arlene 1987
38029,arlene,19870825,0, 48.0N,  18.0W,1987,08,25,arlene 1987
38030,arlene,19870825,600, 46.0N,  17.0W,1987,08,25,arlene 1987
38031,arlene,19870825,1200, 44.0N,  16.5W,1987,08,25,arlene 1987
38032,arlene,19870825,1800, 43.0N,  15.0W,1987,08,25,arlene 1987
38033,arlene,19870826,0, 41.5N,  14.5W,1987,08,26,arlene 1987
38034,arlene,19870826,600, 39.5N,  14.0W,1987,08,26,arlene 1987
38035,arlene,19870826,1200, 37.5N,  11.5W,1987,08,26,arlene 1987
38036,arlene,19870826,1800, 39.0N,   8.0W,1987,08,26,arlene 1987
38037,arlene,19870827,0, 39.0N,   6.0W,1987,08,27,arlene 1987
38038,arlene,19870827,600, 39.0N,   5.0W,1987,08,27,arlene 1987
38039,arlene,19870827,1200, 39.0N,   4.5W,1987,08,27,arlene 1987
38040,arlene,19870827,1800, 39.0N,   4.0W,1987,08,27,arlene 1987
38041,arlene,19870828,0, 39.0N,   4.0W,1987,08,28,arlene 1987
38240,floyd,19871009,600, 15.0N,  82.6W,1987,10,09,floyd 1987
38241,floyd,19871009,1200, 14.5N,  82.5W,1987,10,09,floyd 1987
38242,floyd,19871009,1800, 14.1N,  82.1W,1987,10,09,floyd 1987
38243,floyd,19871010,0, 14.4N,  81.8W,1987,10,10,floyd 1987
38244,floyd,19871010,600, 15.3N,  82.2W,1987,10,10,floyd 1987
38245,floyd,19871010,1200, 16.0N,  82.2W,1987,10,10,floyd 1987
38246,floyd,19871010,1800, 16.8N,  83.5W,1987,10,10,floyd 1987
38247,floyd,19871011,0, 17.6N,  83.9W,1987,10,11,floyd 1987
38248,floyd,19871011,600, 18.4N,  84.2W,1987,10,11,floyd 1987
38249,floyd,19871011,1200, 19.4N,  84.5W,1987,10,11,floyd 1987
38250,floyd,19871011,1800, 20.5N,  84.5W,1987,10,11,floyd 1987
38251,floyd,19871012,0, 21.7N,  84.3W,1987,10,12,floyd 1987
38252,floyd,19871012,600, 23.0N,  84.0W,1987,10,12,floyd 1987
38253,floyd,19871012,1200, 24.0N,  82.9W,1987,10,12,floyd 1987
38254,floyd,19871012,1800, 24.7N,  81.5W,1987,10,12,floyd 1987
38255,floyd,19871012,2100, 25.1N,  80.5W,1987,10,12,floyd 1987
38256,floyd,19871013,0, 25.3N,  79.9W,1987,10,13,floyd 1987
38257,floyd,19871013,600, 26.0N,  78.3W,1987,10,13,floyd 1987
38258,floyd,19871013,1200, 27.0N,  76.9W,1987,10,13,floyd 1987
38259,floyd,19871013,1800, 28.1N,  75.4W,1987,10,13,floyd 1987
38260,floyd,19871014,0, 29.5N,  74.0W,1987,10,14,floyd 1987
38405,florence,19880907,600, 22.8N,  92.0W,1988,09,07,florence 1988
38406,florence,19880907,1200, 22.8N,  91.2W,1988,09,07,florence 1988
38407,florence,19880907,1800, 22.7N,  90.2W,1988,09,07,florence 1988
38408,florence,19880908,0, 22.6N,  89.6W,1988,09,08,florence 1988
38409,florence,19880908,600, 22.7N,  89.8W,1988,09,08,florence 1988
38410,florence,19880908,1200, 23.1N,  89.7W,1988,09,08,florence 1988
38411,florence,19880908,1800, 23.4N,  89.5W,1988,09,08,florence 1988
38412,florence,19880909,0, 24.2N,  89.2W,1988,09,09,florence 1988
38413,florence,19880909,600, 25.0N,  89.2W,1988,09,09,florence 1988
38414,florence,19880909,1200, 26.1N,  89.2W,1988,09,09,florence 1988
38415,florence,19880909,1800, 27.4N,  89.2W,1988,09,09,florence 1988
38416,florence,19880909,2300, 28.5N,  89.3W,1988,09,09,florence 1988
38417,florence,19880910,0, 28.7N,  89.3W,1988,09,10,florence 1988
38418,florence,19880910,200, 29.1N,  89.3W,1988,09,10,florence 1988
38419,florence,19880910,600, 29.7N,  89.7W,1988,09,10,florence 1988
38420,florence,19880910,1200, 30.7N,  90.7W,1988,09,10,florence 1988
38421,florence,19880910,1800, 31.8N,  91.5W,1988,09,10,florence 1988
38422,florence,19880911,0, 32.4N,  92.3W,1988,09,11,florence 1988
38423,florence,19880911,600, 32.7N,  93.3W,1988,09,11,florence 1988
38424,florence,19880911,1200, 33.0N,  94.5W,1988,09,11,florence 1988
38426,gilbert,19880908,1800, 12.0N,  54.0W,1988,09,08,gilbert 1988
38427,gilbert,19880909,0, 12.7N,  55.6W,1988,09,09,gilbert 1988
38428,gilbert,19880909,600, 13.3N,  57.1W,1988,09,09,gilbert 1988
38429,gilbert,19880909,1200, 14.0N,  58.6W,1988,09,09,gilbert 1988
38430,gilbert,19880909,1800, 14.5N,  60.1W,1988,09,09,gilbert 1988
38431,gilbert,19880910,0, 14.8N,  61.5W,1988,09,10,gilbert 1988
38432,gilbert,19880910,600, 15.0N,  62.8W,1988,09,10,gilbert 1988
38433,gilbert,19880910,1200, 15.3N,  64.1W,1988,09,10,gilbert 1988
38434,gilbert,19880910,1800, 15.7N,  65.4W,1988,09,10,gilbert 1988
38435,gilbert,19880911,0, 15.9N,  66.8W,1988,09,11,gilbert 1988
38436,gilbert,19880911,600, 16.2N,  68.0W,1988,09,11,gilbert 1988
38437,gilbert,19880911,1200, 16.1N,  69.5W,1988,09,11,gilbert 1988
38438,gilbert,19880911,1800, 16.2N,  70.7W,1988,09,11,gilbert 1988
38439,gilbert,19880912,0, 16.8N,  72.0W,1988,09,12,gilbert 1988
38440,gilbert,19880912,600, 17.3N,  73.7W,1988,09,12,gilbert 1988
38441,gilbert,19880912,1200, 17.6N,  75.3W,1988,09,12,gilbert 1988
38442,gilbert,19880912,1700, 17.8N,  76.8W,1988,09,12,gilbert 1988
38443,gilbert,19880912,1800, 17.9N,  76.9W,1988,09,12,gilbert 1988
38444,gilbert,19880913,0, 18.2N,  78.5W,1988,09,13,gilbert 1988
38445,gilbert,19880913,600, 18.5N,  79.7W,1988,09,13,gilbert 1988
38446,gilbert,19880913,1200, 18.8N,  81.1W,1988,09,13,gilbert 1988
38447,gilbert,19880913,1800, 19.4N,  82.5W,1988,09,13,gilbert 1988
38448,gilbert,19880914,0, 19.7N,  83.8W,1988,09,14,gilbert 1988
38449,gilbert,19880914,600, 19.9N,  85.3W,1988,09,14,gilbert 1988
38450,gilbert,19880914,1200, 20.4N,  86.5W,1988,09,14,gilbert 1988
38451,gilbert,19880914,1500, 20.7N,  87.0W,1988,09,14,gilbert 1988
38452,gilbert,19880914,1800, 20.9N,  87.8W,1988,09,14,gilbert 1988
38453,gilbert,19880915,0, 21.3N,  89.5W,1988,09,15,gilbert 1988
38454,gilbert,19880915,600, 21.6N,  90.7W,1988,09,15,gilbert 1988
38455,gilbert,19880915,1200, 21.9N,  91.7W,1988,09,15,gilbert 1988
38456,gilbert,19880915,1800, 22.1N,  92.8W,1988,09,15,gilbert 1988
38457,gilbert,19880916,0, 22.5N,  93.8W,1988,09,16,gilbert 1988
38458,gilbert,19880916,600, 22.9N,  94.8W,1988,09,16,gilbert 1988
38459,gilbert,19880916,1200, 23.7N,  95.9W,1988,09,16,gilbert 1988
38460,gilbert,19880916,1800, 23.9N,  97.0W,1988,09,16,gilbert 1988
38461,gilbert,19880916,2200, 24.2N,  97.8W,1988,09,16,gilbert 1988
38462,gilbert,19880917,0, 24.4N,  98.2W,1988,09,17,gilbert 1988
38463,gilbert,19880917,600, 24.8N,  99.3W,1988,09,17,gilbert 1988
38464,gilbert,19880917,1200, 25.0N, 100.5W,1988,09,17,gilbert 1988
38465,gilbert,19880917,1800, 25.4N, 101.9W,1988,09,17,gilbert 1988
38466,gilbert,19880918,0, 26.0N, 103.2W,1988,09,18,gilbert 1988
38467,gilbert,19880918,600, 27.6N, 103.7W,1988,09,18,gilbert 1988
38468,gilbert,19880918,1200, 29.3N, 102.6W,1988,09,18,gilbert 1988
38469,gilbert,19880918,1800, 31.5N, 101.3W,1988,09,18,gilbert 1988
38470,gilbert,19880919,0, 33.2N,  99.7W,1988,09,19,gilbert 1988
38471,gilbert,19880919,600, 35.8N,  97.7W,1988,09,19,gilbert 1988
38472,gilbert,19880919,1200, 37.7N,  93.2W,1988,09,19,gilbert 1988
38473,gilbert,19880919,1800, 40.2N,  89.9W,1988,09,19,gilbert 1988
38474,gilbert,19880920,0, 43.4N,  86.5W,1988,09,20,gilbert 1988
38786,chantal,19890730,1200, 22.5N,  90.0W,1989,07,30,chantal 1989
38787,chantal,19890730,1800, 23.5N,  90.2W,1989,07,30,chantal 1989
38788,chantal,19890731,0, 24.4N,  90.5W,1989,07,31,chantal 1989
38789,chantal,19890731,600, 25.4N,  91.0W,1989,07,31,chantal 1989
38790,chantal,19890731,1200, 26.2N,  91.7W,1989,07,31,chantal 1989
38791,chantal,19890731,1800, 27.1N,  92.2W,1989,07,31,chantal 1989
38792,chantal,19890801,0, 27.9N,  92.8W,1989,08,01,chantal 1989
38793,chantal,19890801,600, 28.7N,  93.5W,1989,08,01,chantal 1989
38794,chantal,19890801,1200, 29.5N,  94.3W,1989,08,01,chantal 1989
38795,chantal,19890801,1300, 29.6N,  94.4W,1989,08,01,chantal 1989
38796,chantal,19890801,1800, 30.2N,  95.2W,1989,08,01,chantal 1989
38797,chantal,19890802,0, 30.8N,  96.1W,1989,08,02,chantal 1989
38798,chantal,19890802,600, 31.5N,  96.9W,1989,08,02,chantal 1989
38799,chantal,19890802,1200, 32.3N,  97.5W,1989,08,02,chantal 1989
38800,chantal,19890802,1800, 33.3N,  98.0W,1989,08,02,chantal 1989
38801,chantal,19890803,0, 34.5N,  98.5W,1989,08,03,chantal 1989
38803,dean,19890731,600, 14.8N,  41.8W,1989,07,31,dean 1989
38804,dean,19890731,1200, 15.0N,  44.1W,1989,07,31,dean 1989
38805,dean,19890731,1800, 15.1N,  46.0W,1989,07,31,dean 1989
38806,dean,19890801,0, 15.4N,  47.6W,1989,08,01,dean 1989
38807,dean,19890801,600, 15.8N,  49.3W,1989,08,01,dean 1989
38808,dean,19890801,1200, 16.1N,  51.1W,1989,08,01,dean 1989
38809,dean,19890801,1800, 16.4N,  52.9W,1989,08,01,dean 1989
38810,dean,19890802,0, 16.6N,  54.6W,1989,08,02,dean 1989
38811,dean,19890802,600, 16.9N,  56.4W,1989,08,02,dean 1989
38812,dean,19890802,1200, 17.3N,  58.1W,1989,08,02,dean 1989
38813,dean,19890802,1800, 17.9N,  59.5W,1989,08,02,dean 1989
38814,dean,19890803,0, 18.5N,  60.7W,1989,08,03,dean 1989
38815,dean,19890803,600, 18.9N,  61.7W,1989,08,03,dean 1989
38816,dean,19890803,1200, 19.3N,  62.7W,1989,08,03,dean 1989
38817,dean,19890803,1800, 19.7N,  63.4W,1989,08,03,dean 1989
38818,dean,19890804,0, 20.1N,  63.8W,1989,08,04,dean 1989
38819,dean,19890804,600, 20.4N,  63.9W,1989,08,04,dean 1989
38820,dean,19890804,1200, 20.9N,  63.9W,1989,08,04,dean 1989
38821,dean,19890804,1800, 21.6N,  63.8W,1989,08,04,dean 1989
38822,dean,19890805,0, 22.5N,  63.8W,1989,08,05,dean 1989
38823,dean,19890805,600, 23.5N,  63.8W,1989,08,05,dean 1989
38824,dean,19890805,1200, 24.7N,  63.9W,1989,08,05,dean 1989
38825,dean,19890805,1800, 26.0N,  64.0W,1989,08,05,dean 1989
38826,dean,19890806,0, 27.6N,  64.3W,1989,08,06,dean 1989
38827,dean,19890806,600, 29.2N,  64.6W,1989,08,06,dean 1989
38828,dean,19890806,1200, 30.8N,  65.0W,1989,08,06,dean 1989
38829,dean,19890806,1800, 32.4N,  65.1W,1989,08,06,dean 1989
38830,dean,19890807,0, 34.0N,  64.9W,1989,08,07,dean 1989
38831,dean,19890807,600, 35.6N,  64.5W,1989,08,07,dean 1989
38832,dean,19890807,1200, 37.5N,  64.0W,1989,08,07,dean 1989
38833,dean,19890807,1800, 39.4N,  63.4W,1989,08,07,dean 1989
38834,dean,19890808,0, 41.7N,  62.1W,1989,08,08,dean 1989
38835,dean,19890808,600, 44.1N,  59.7W,1989,08,08,dean 1989
38836,dean,19890808,1200, 46.5N,  56.5W,1989,08,08,dean 1989
38837,dean,19890808,1300, 46.9N,  55.9W,1989,08,08,dean 1989
38838,dean,19890808,1800, 48.8N,  53.2W,1989,08,08,dean 1989
38839,dean,19890809,0, 50.8N,  48.1W,1989,08,09,dean 1989
38840,dean,19890809,600, 51.8N,  41.9W,1989,08,09,dean 1989
39150,jerry,19891012,1200, 19.4N,  92.4W,1989,10,12,jerry 1989
39151,jerry,19891012,1800, 19.8N,  92.7W,1989,10,12,jerry 1989
39152,jerry,19891013,0, 20.4N,  93.0W,1989,10,13,jerry 1989
39153,jerry,19891013,600, 21.0N,  93.2W,1989,10,13,jerry 1989
39154,jerry,19891013,1200, 21.7N,  93.3W,1989,10,13,jerry 1989
39155,jerry,19891013,1800, 22.6N,  93.4W,1989,10,13,jerry 1989
39156,jerry,19891014,0, 23.5N,  93.5W,1989,10,14,jerry 1989
39157,jerry,19891014,600, 24.2N,  93.3W,1989,10,14,jerry 1989
39158,jerry,19891014,1200, 24.6N,  93.1W,1989,10,14,jerry 1989
39159,jerry,19891014,1800, 25.0N,  92.8W,1989,10,14,jerry 1989
39160,jerry,19891015,0, 25.8N,  93.1W,1989,10,15,jerry 1989
39161,jerry,19891015,600, 26.5N,  93.4W,1989,10,15,jerry 1989
39162,jerry,19891015,1200, 27.3N,  94.0W,1989,10,15,jerry 1989
39163,jerry,19891015,1800, 28.1N,  94.6W,1989,10,15,jerry 1989
39164,jerry,19891015,2100, 28.6N,  94.8W,1989,10,15,jerry 1989
39165,jerry,19891016,0, 29.1N,  95.0W,1989,10,16,jerry 1989
39166,jerry,19891016,30, 29.2N,  95.0W,1989,10,16,jerry 1989
39167,jerry,19891016,600, 30.4N,  94.9W,1989,10,16,jerry 1989
39168,jerry,19891016,1200, 32.0N,  94.5W,1989,10,16,jerry 1989
39169,jerry,19891016,1800, 33.8N,  93.8W,1989,10,16,jerry 1989
39227,bertha,19900724,1200, 34.0N,  75.0W,1990,07,24,bertha 1990
39228,bertha,19900724,1800, 33.6N,  73.8W,1990,07,24,bertha 1990
39229,bertha,19900725,0, 33.0N,  72.7W,1990,07,25,bertha 1990
39230,bertha,19900725,600, 32.1N,  71.9W,1990,07,25,bertha 1990
39231,bertha,19900725,1200, 31.2N,  71.8W,1990,07,25,bertha 1990
39232,bertha,19900725,1800, 30.7N,  72.2W,1990,07,25,bertha 1990
39233,bertha,19900726,0, 30.5N,  72.8W,1990,07,26,bertha 1990
39234,bertha,19900726,600, 30.3N,  73.4W,1990,07,26,bertha 1990
39235,bertha,19900726,1200, 30.1N,  74.0W,1990,07,26,bertha 1990
39236,bertha,19900726,1800, 29.8N,  74.6W,1990,07,26,bertha 1990
39237,bertha,19900727,0, 29.6N,  75.2W,1990,07,27,bertha 1990
39238,bertha,19900727,600, 29.3N,  75.6W,1990,07,27,bertha 1990
39239,bertha,19900727,1200, 29.1N,  75.8W,1990,07,27,bertha 1990
39240,bertha,19900727,1800, 28.8N,  76.0W,1990,07,27,bertha 1990
39241,bertha,19900728,0, 28.6N,  75.8W,1990,07,28,bertha 1990
39242,bertha,19900728,600, 28.8N,  75.4W,1990,07,28,bertha 1990
39243,bertha,19900728,1200, 29.1N,  74.8W,1990,07,28,bertha 1990
39244,bertha,19900728,1800, 29.6N,  74.2W,1990,07,28,bertha 1990
39245,bertha,19900729,0, 30.2N,  73.6W,1990,07,29,bertha 1990
39246,bertha,19900729,600, 30.8N,  73.0W,1990,07,29,bertha 1990
39247,bertha,19900729,1200, 31.3N,  72.2W,1990,07,29,bertha 1990
39248,bertha,19900729,1800, 31.9N,  71.2W,1990,07,29,bertha 1990
39249,bertha,19900730,0, 32.7N,  70.2W,1990,07,30,bertha 1990
39250,bertha,19900730,600, 33.7N,  69.2W,1990,07,30,bertha 1990
39251,bertha,19900730,1200, 34.7N,  68.3W,1990,07,30,bertha 1990
39252,bertha,19900730,1800, 35.7N,  67.5W,1990,07,30,bertha 1990
39253,bertha,19900731,0, 36.6N,  67.0W,1990,07,31,bertha 1990
39254,bertha,19900731,600, 37.5N,  66.5W,1990,07,31,bertha 1990
39255,bertha,19900731,1200, 38.3N,  65.9W,1990,07,31,bertha 1990
39256,bertha,19900731,1800, 39.0N,  65.3W,1990,07,31,bertha 1990
39257,bertha,19900801,0, 39.6N,  64.5W,1990,08,01,bertha 1990
39258,bertha,19900801,600, 40.3N,  63.7W,1990,08,01,bertha 1990
39259,bertha,19900801,1200, 41.1N,  62.7W,1990,08,01,bertha 1990
39260,bertha,19900801,1800, 42.4N,  61.5W,1990,08,01,bertha 1990
39261,bertha,19900802,0, 44.2N,  60.5W,1990,08,02,bertha 1990
39262,bertha,19900802,600, 46.0N,  60.0W,1990,08,02,bertha 1990
39263,bertha,19900802,1200, 48.4N,  60.0W,1990,08,02,bertha 1990
39608,klaus,19901003,1200, 15.6N,  59.3W,1990,10,03,klaus 1990
39609,klaus,19901003,1800, 16.2N,  59.6W,1990,10,03,klaus 1990
39610,klaus,19901004,0, 16.4N,  59.8W,1990,10,04,klaus 1990
39611,klaus,19901004,600, 16.5N,  60.1W,1990,10,04,klaus 1990
39612,klaus,19901004,1200, 16.6N,  60.4W,1990,10,04,klaus 1990
39613,klaus,19901004,1800, 16.8N,  60.7W,1990,10,04,klaus 1990
39614,klaus,19901005,0, 16.9N,  60.9W,1990,10,05,klaus 1990
39615,klaus,19901005,600, 17.0N,  61.1W,1990,10,05,klaus 1990
39616,klaus,19901005,1200, 17.2N,  61.2W,1990,10,05,klaus 1990
39617,klaus,19901005,1800, 17.4N,  61.4W,1990,10,05,klaus 1990
39618,klaus,19901006,0, 17.7N,  61.6W,1990,10,06,klaus 1990
39619,klaus,19901006,600, 18.1N,  61.8W,1990,10,06,klaus 1990
39620,klaus,19901006,1200, 18.3N,  62.1W,1990,10,06,klaus 1990
39621,klaus,19901006,1800, 18.6N,  62.3W,1990,10,06,klaus 1990
39622,klaus,19901007,0, 18.7N,  62.7W,1990,10,07,klaus 1990
39623,klaus,19901007,600, 18.8N,  63.1W,1990,10,07,klaus 1990
39624,klaus,19901007,1200, 18.9N,  63.8W,1990,10,07,klaus 1990
39625,klaus,19901007,1800, 19.2N,  64.9W,1990,10,07,klaus 1990
39626,klaus,19901008,0, 19.7N,  66.1W,1990,10,08,klaus 1990
39627,klaus,19901008,600, 20.4N,  67.5W,1990,10,08,klaus 1990
39628,klaus,19901008,1200, 21.1N,  68.9W,1990,10,08,klaus 1990
